D_id,G_id,label
MESH:C563526,4901,1
MESH:C563527,4901,1
MESH:C564835,10002,1
MESH:C563335,1690,1
MESH:C565198,1073,1
MESH:C566152,11235,1
MESH:C566152,5290,1
MESH:C566152,83605,1
MESH:C566152,889,1
MESH:C567034,7080,1
MESH:C567036,5083,1
MESH:C564332,10484,1
MESH:C567287,55172,1
MESH:C535306,6576,1
MESH:C535306,79944,1
MESH:D006013,5836,1
MESH:C563732,80821,1
MESH:C538007,2643,1
MESH:C536974,6299,1
MESH:C565357,6495,1
MESH:C566678,6710,1
MESH:C565374,10243,1
MESH:C567197,145226,1
MESH:C537769,64093,1
MESH:C536598,348,1
MESH:C536598,5663,1
MESH:C566296,5663,1
MESH:D020774,4137,1
MESH:D020774,5663,1
MESH:C564330,348,1
MESH:C564330,5663,1
MESH:C564329,348,1
MESH:C564329,5663,1
MESH:C566402,4329,1
MESH:C566447,338917,1
MESH:C566448,338917,1
MESH:C564747,55788,1
MESH:C536119,10577,1
MESH:C567765,4053,1
MESH:D056846,2200,1
MESH:D056846,81794,1
MESH:D017889,4016,1
MESH:C565593,55640,1
MESH:C563908,2103,1
MESH:C535740,4351,1
MESH:C535382,26276,1
MESH:C576976,7253,1
MESH:C563786,7253,1
MESH:C566384,7253,1
MESH:C580102,79152,1
MESH:C565814,55812,1
MESH:C565917,123016,1
MESH:C537860,538,1
MESH:C536015,9321,1
MESH:C565152,866,1
MESH:D005600,2332,1
MESH:D005600,2334,1
MESH:D009456,4763,1
MESH:C563052,57465,1
MESH:C566544,145258,1
MESH:C537516,23405,1
MESH:C566709,23405,1
MESH:C548069,7443,1
MESH:D054221,1641,1
MESH:D054221,5048,1
MESH:C566476,284058,1
MESH:C567687,64423,1
MESH:D011218,23742,1
MESH:D011218,54551,1
MESH:D011218,7681,1
MESH:D011218,8924,1
MESH:C567704,4308,1
MESH:C536446,9990,1
MESH:D000742,10483,1
MESH:D000742,146059,1
MESH:D000742,9493,1
MESH:C548032,161742,1
MESH:C538167,3712,1
MESH:C535895,825,1
MESH:C535880,197131,1
MESH:C567202,2038,1
MESH:C566339,161497,1
MESH:C567010,117155,1
MESH:C567010,161497,1
MESH:C537483,80208,1
MESH:C566576,80208,1
MESH:D013595,54463,1
MESH:D013595,547,1
MESH:D013595,6335,1
MESH:D013595,65125,1
MESH:C565476,567,1
MESH:C564608,50506,1
MESH:C567192,2628,1
MESH:C567300,283652,1
MESH:C536030,2200,1
MESH:C536194,1289,1
MESH:C537436,1588,1
MESH:C537301,4644,1
MESH:C567706,256764,1
MESH:C537302,5873,1
MESH:C565409,51324,1
MESH:C538398,390594,1
MESH:D046351,2235,1
MESH:C536161,79719,1
MESH:C564784,3073,1
MESH:C567601,3073,1
MESH:C564782,3073,1
MESH:C537912,585,1
MESH:C563513,10021,1
MESH:C567732,10021,1
MESH:C537768,64220,1
MESH:C563720,10518,1
MESH:C567281,6218,1
MESH:C567558,176,1
MESH:C564395,5428,1
MESH:C564395,56652,1
MESH:C564621,374654,1
MESH:C567577,2316,1
MESH:C537565,10683,1
MESH:C537565,145873,1
MESH:D001816,641,1
MESH:C564816,3480,1
MESH:C564258,4205,1
MESH:C536958,22856,1
MESH:C535506,773,1
MESH:C535904,64788,1
MESH:C565367,84572,1
MESH:C535463,9742,1
MESH:C567046,21,1
MESH:C567299,1499,1
MESH:C567299,324,1
MESH:C567299,3482,1
MESH:C567299,4233,1
MESH:C567299,5157,1
MESH:C567299,5290,1
MESH:C567299,7157,1
MESH:C567299,8312,1
MESH:C567299,841,1
MESH:C535499,57465,1
MESH:D010505,4210,1
MESH:D016463,4210,1
MESH:D005909,2064,1
MESH:D005909,3417,1
MESH:D005909,7157,1
MESH:C566930,84662,1
MESH:C537213,79641,1
MESH:C535739,5373,1
MESH:D004062,137814,1
MESH:D004062,1482,1
MESH:D004062,2627,1
MESH:D004062,54487,1
MESH:D004062,6899,1
MESH:D004062,8214,1
MESH:D004062,8220,1
MESH:D004062,9993,1
MESH:C566879,2073,1
MESH:C537555,54820,1
MESH:C537696,7369,1
MESH:C564633,146183,1
MESH:C563657,79728,1
MESH:C565690,7284,1
MESH:C536607,487,1
MESH:C562718,226,1
MESH:C567809,5261,1
MESH:C564741,2677,1
MESH:C564393,79001,1
MESH:C565662,2778,1
MESH:D006030,6524,1
MESH:C563008,5257,1
MESH:C538157,64127,1
MESH:C566272,6299,1
MESH:D053579,6559,1
MESH:C536051,4313,1
MESH:C537910,583,1
MESH:C564652,9289,1
MESH:C565820,79650,1
MESH:C537084,1009,1
MESH:C565703,4094,1
MESH:D038901,57502,1
MESH:D007863,3931,1
MESH:C536190,1001,1
MESH:C537698,1001,1
MESH:C567653,16,1
MESH:C535748,1798,1
MESH:C563886,54768,1
MESH:C537680,1723,1
MESH:C535456,3554,1
MESH:C563270,4166,1
MESH:C537209,80781,1
MESH:C567296,53630,1
MESH:C535702,23417,1
MESH:C567713,123872,1
MESH:D010547,2294,1
MESH:C567188,2303,1
MESH:C564708,57338,1
MESH:C538228,353,1
MESH:C580002,197322,1
MESH:C567241,1013,1
MESH:C562951,2260,1
MESH:C537770,57647,1
MESH:C567572,10381,1
MESH:C563721,727857,1
MESH:C564383,727857,1
MESH:C564008,10594,1
MESH:C537777,5345,1
MESH:D017825,443,1
MESH:D003554,1497,1
MESH:C535765,1497,1
MESH:C566969,10749,1
MESH:D012257,55065,1
MESH:C537656,5727,1
MESH:C537656,5921,1
MESH:C537656,6608,1
MESH:C537656,8643,1
MESH:C563415,83394,1
MESH:C536353,37,1
MESH:D016864,7157,1
MESH:C565973,7157,1
MESH:D020288,7157,1
MESH:C565972,7157,1
MESH:C567189,7157,1
MESH:C564547,116442,1
MESH:D017490,26154,1
MESH:D017490,7051,1
MESH:C535857,4626,1
MESH:C563845,4626,1
MESH:C536350,1890,1
MESH:C536350,50484,1
MESH:C536350,5428,1
MESH:D020275,5376,1
MESH:C536729,9487,1
MESH:C535576,2316,1
MESH:C536291,23495,1
MESH:D011030,201163,1
MESH:D058249,201163,1
MESH:C538355,201163,1
MESH:C563961,51168,1
MESH:C536781,8456,1
MESH:C563435,1411,1
MESH:D009771,3356,1
MESH:D009771,6532,1
MESH:C562803,26275,1
MESH:C563523,4763,1
MESH:C537393,4763,1
MESH:C537243,6041,1
MESH:C536317,55704,1
MESH:C536317,9326,1
MESH:D053546,3857,1
MESH:C564171,3857,1
MESH:C535374,3861,1
MESH:D062685,3872,1
MESH:C566925,3728,1
MESH:C537406,60681,1
MESH:C563534,3060,1
MESH:C567642,284119,1
MESH:C564161,65266,1
MESH:C567275,50964,1
MESH:C567260,92579,1
MESH:C567208,6521,1
MESH:C566911,6521,1
MESH:D018888,2896,1
MESH:D013915,3674,1
MESH:D038261,2670,1
MESH:C537240,4137,1
MESH:C567031,10481,1
MESH:C566293,1747,1
MESH:C536549,1747,1
MESH:D006958,1277,1
MESH:C537575,203068,1
MESH:C537202,87178,1
MESH:C567140,54903,1
MESH:C567906,23096,1
MESH:D050336,4591,1
MESH:C535540,9496,1
MESH:C563338,9496,1
MESH:C563801,83990,1
MESH:C567020,92335,1
MESH:C537505,2688,1
MESH:C567635,6329,1
MESH:D020513,6329,1
MESH:C566809,6329,1
MESH:C566437,11232,1
MESH:C564243,8787,1
MESH:C563898,8313,1
MESH:D056733,5573,1
MESH:C566504,3759,1
MESH:D055036,6662,1
MESH:C564282,6662,1
MESH:C567310,64446,1
MESH:C567362,9368,1
MESH:C535808,1678,1
MESH:C536716,283989,1
MESH:C537745,283989,1
MESH:C536662,51,1
MESH:C566431,768206,1
MESH:D020968,10801,1
MESH:D004819,11322,1
MESH:D006009,2548,1
MESH:C535443,6718,1
MESH:C535677,9775,1
MESH:D010916,79092,1
MESH:C565754,71,1
MESH:C536652,51181,1
MESH:C565217,79755,1
MESH:C563557,23347,1
MESH:C537839,9663,1
MESH:C564180,7050,1
MESH:C535910,63895,1
MESH:C564011,2627,1
MESH:C567101,5932,1
MESH:D002385,3060,1
MESH:C536623,284252,1
MESH:C567751,1825,1
MESH:C566471,1824,1
MESH:C566472,50940,1
MESH:C536162,1828,1
MESH:C565707,1829,1
MESH:D002349,7276,1
MESH:C567719,7276,1
MESH:C567782,7276,1
MESH:C566358,55034,1
MESH:C535566,57724,1
MESH:C567543,125336,1
MESH:C567484,10479,1
MESH:C537470,4645,1
MESH:C537403,6925,1
MESH:C535934,8647,1
MESH:C567354,8792,1
MESH:C564321,10194,1
MESH:C537411,10907,1
MESH:C536227,1991,1
MESH:C565027,1675,1
MESH:C535798,2879,1
MESH:C537622,2593,1
MESH:C537146,2767,1
MESH:C566611,126326,1
MESH:C566961,23396,1
MESH:C563671,84839,1
MESH:C563363,85300,1
MESH:C537203,1938,1
MESH:C536434,9361,1
MESH:C565169,718,1
MESH:D056731,3643,1
MESH:C566494,3643,1
MESH:D007849,10908,1
MESH:C567752,6813,1
MESH:C580162,1786,1
MESH:C537206,3708,1
MESH:C537180,112476,1
MESH:C567433,10908,1
MESH:C563669,9294,1
MESH:C564703,1785,1
MESH:C567643,6597,1
MESH:C564307,54,1
MESH:D008363,4125,1
MESH:C563681,10535,1
MESH:C536026,4784,1
MESH:C536890,773,1
MESH:C563405,773,1
MESH:C563929,54862,1
MESH:C537878,4854,1
MESH:C563990,5654,1
MESH:C563440,3718,1
MESH:C564766,6528,1
MESH:D019150,8398,1
MESH:D056732,5184,1
MESH:C565809,6324,1
MESH:C566557,57817,1
MESH:C536415,9380,1
MESH:D020512,6261,1
MESH:C567162,6261,1
MESH:C536883,6261,1
MESH:C567716,8425,1
MESH:C563039,1548,1
MESH:C563039,1559,1
MESH:C563039,79001,1
MESH:D003093,3569,1
MESH:D003093,64127,1
MESH:C535710,1629,1
MESH:C535710,593,1
MESH:C535710,594,1
MESH:C538001,478,1
MESH:C537975,2261,1
MESH:D009837,2064,1
MESH:D009837,3417,1
MESH:D009837,7157,1
MESH:C567089,348,1
MESH:D006952,26119,1
MESH:D006952,348,1
MESH:C536595,348,1
MESH:D012618,348,1
MESH:C562591,2068,1
MESH:C565184,2067,1
MESH:C535311,80207,1
MESH:C537147,1175,1
MESH:C538137,2512,1
MESH:C548080,2512,1
MESH:C566917,2997,1
MESH:C567753,4909,1
MESH:C563653,3816,1
MESH:C563991,26121,1
MESH:C567324,79042,1
MESH:C538397,7138,1
MESH:C535277,352909,1
MESH:C536594,351,1
MESH:C536594,4353,1
MESH:C536594,4846,1
MESH:C536594,5328,1
MESH:D028243,1471,1
MESH:C564577,56246,1
MESH:C567251,3588,1
MESH:C565382,29980,1
MESH:C567343,3753,1
MESH:C563324,861,1
MESH:C566024,2623,1
MESH:D028922,3141,1
MESH:C564874,54101,1
MESH:C538074,54101,1
MESH:D020194,1476,1
MESH:D016884,326,1
MESH:C564968,1292,1
MESH:C537425,10841,1
MESH:C565965,197,1
MESH:C565898,5116,1
MESH:D018860,51816,1
MESH:C565549,2811,1
MESH:C565549,2812,1
MESH:C565549,2815,1
MESH:C535909,91179,1
MESH:C562865,3053,1
MESH:C537943,9342,1
MESH:C548081,8216,1
MESH:C536641,6598,1
MESH:D018335,6598,1
MESH:C563737,6598,1
MESH:C567932,4281,1
MESH:C537736,23384,1
MESH:C563210,51733,1
MESH:C565725,1417,1
MESH:C563755,11200,1
MESH:C567529,7494,1
MESH:D016518,4771,1
MESH:C564275,5880,1
MESH:C548029,8398,1
MESH:C538235,158,1
MESH:C536631,4668,1
MESH:C563835,1565,1
MESH:C537841,1727,1
MESH:D006467,2157,1
MESH:C565403,410,1
MESH:C536801,85358,1
MESH:C564479,6473,1
MESH:C537267,6473,1
MESH:C567461,1438,1
MESH:C580533,415,1
MESH:D016114,412,1
MESH:C564567,8481,1
MESH:C564497,2187,1
MESH:C537380,8200,1
MESH:C535338,4810,1
MESH:C567579,5256,1
MESH:C563141,6197,1
MESH:C564723,23676,1
MESH:C536159,51360,1
MESH:C537451,1968,1
MESH:C535919,2705,1
MESH:C564563,170302,1
MESH:C567068,1536,1
MESH:C564438,6103,1
MESH:C567595,6103,1
MESH:D020163,5009,1
MESH:C567466,8573,1
MESH:C567533,2539,1
MESH:C567533,8573,1
MESH:C564428,4693,1
MESH:C567523,6102,1
MESH:C536942,8241,1
MESH:C535380,7317,1
MESH:C564076,5199,1
MESH:C537241,5199,1
MESH:C564075,5199,1
MESH:D005489,64840,1
MESH:D002806,10682,1
MESH:D014923,7454,1
MESH:C564052,7454,1
MESH:C564053,7454,1
MESH:C536761,212,1
MESH:C564050,2623,1
MESH:C566025,2623,1
MESH:C538212,1184,1
MESH:C545036,1184,1
MESH:C562901,1184,1
MESH:C564494,8242,1
MESH:C567476,10075,1
MESH:C537333,23133,1
MESH:C537651,3758,1
MESH:C536358,22,1
MESH:C536053,139285,1
MESH:C536708,81887,1
MESH:C567482,367,1
MESH:C537456,4983,1
MESH:C536456,1947,1
MESH:C567060,1896,1
MESH:C537340,2239,1
MESH:C537340,2719,1
MESH:C564048,6872,1
MESH:C564100,8823,1
MESH:C564506,538,1
MESH:C567067,5230,1
MESH:C536426,50945,1
MESH:C535559,50945,1
MESH:C567066,254065,1
MESH:C564476,79983,1
MESH:C537149,695,1
MESH:D000795,2717,1
MESH:C567062,2717,1
MESH:C567064,5631,1
MESH:C535388,5631,1
MESH:D009394,1287,1
MESH:C531731,1641,1
MESH:C567479,2892,1
MESH:D009800,4952,1
MESH:C567357,51305,1
MESH:C564472,9131,1
MESH:C536671,9131,1
MESH:C564478,90167,1
MESH:C538337,2239,1
MESH:C536575,84295,1
MESH:D007926,3251,1
MESH:C564535,3251,1
MESH:C567481,2273,1
MESH:C564544,2273,1
MESH:C537135,27316,1
MESH:D016532,3423,1
MESH:C567462,10046,1
MESH:C563134,492,1
MESH:C535598,6535,1
MESH:D000326,215,1
MESH:C536029,3897,1
MESH:C564115,3897,1
MESH:C564408,3897,1
MESH:C564491,554,1
MESH:C567442,4204,1
MESH:C536238,2652,1
MESH:C536238,5956,1
MESH:C536065,2316,1
MESH:C535532,2316,1
MESH:C564538,8517,1
MESH:D007184,8517,1
MESH:C567575,6736,1
MESH:C567703,4072,1
MESH:C566039,7048,1
MESH:C537250,5551,1
MESH:C567404,6812,1
MESH:C535407,18,1
MESH:C537264,26154,1
MESH:C566411,10878,1
MESH:C566411,3078,1
MESH:C566411,348,1
MESH:C566411,83872,1
MESH:C563906,10060,1
MESH:C537345,64241,1
MESH:C567203,26090,1
MESH:D018315,2064,1
MESH:D018315,3417,1
MESH:D018315,7157,1
MESH:C535434,38,1
MESH:C538195,11141,1
MESH:C537704,60,1
MESH:C537377,1134,1
MESH:C537377,1144,1
MESH:C537377,1146,1
MESH:C537377,5604,1
MESH:C537377,5781,1
MESH:C537377,673,1
MESH:C536138,4638,1
MESH:C538457,81,1
MESH:D009221,90,1
MESH:C562385,164656,1
MESH:C537133,26123,1
MESH:C535608,25939,1
MESH:C537205,10939,1
MESH:C565485,2998,1
MESH:C537608,8540,1
MESH:C562628,10516,1
MESH:C536865,6683,1
MESH:D016111,224,1
MESH:C538385,8659,1
MESH:D005633,229,1
MESH:C535745,79087,1
MESH:C535742,10195,1
MESH:D056769,7840,1
MESH:C536439,83959,1
MESH:C562440,249,1
MESH:C562647,249,1
MESH:C537217,57679,1
MESH:C566968,203859,1
MESH:C563120,196527,1
MESH:C535642,84168,1
MESH:C566331,26119,1
MESH:C566267,338,1
MESH:C564292,10564,1
MESH:C564474,23229,1
MESH:C562851,9927,1
MESH:C563110,170302,1
MESH:C563150,170302,1
MESH:C537128,80207,1
MESH:C563876,471,1
MESH:D010381,3930,1
MESH:C566500,6323,1
MESH:C562897,525,1
MESH:C563023,546,1
MESH:C566874,25814,1
MESH:C566153,11235,1
MESH:C566153,5290,1
MESH:C566153,83605,1
MESH:C566153,889,1
MESH:C536198,5351,1
MESH:C536862,2583,1
MESH:C535753,2683,1
MESH:C567360,29957,1
MESH:C537466,1349,1
MESH:C537466,3052,1
MESH:C537466,54539,1
MESH:C537934,617,1
MESH:C566146,146227,1
MESH:C564714,633,1
MESH:C537269,6885,1
MESH:C537915,8200,1
MESH:C563745,7155,1
MESH:C563443,2617,1
MESH:C567308,729,1
MESH:C535795,755,1
MESH:C536531,65250,1
MESH:C566601,785,1
MESH:C535503,1299,1
MESH:D020277,5376,1
MESH:C563824,925,1
MESH:C564143,1041,1
MESH:C562875,3075,1
MESH:C566527,1120,1
MESH:C563930,1137,1
MESH:C538152,150468,1
MESH:C538241,54757,1
MESH:C535756,9382,1
MESH:C535754,91949,1
MESH:C566987,84342,1
MESH:C536140,1302,1
MESH:C536017,1280,1
MESH:C537501,1280,1
MESH:C562476,1286,1
MESH:C537228,4010,1
MESH:C562638,1294,1
MESH:C562593,2073,1
MESH:C535501,1311,1
MESH:C566997,57514,1
MESH:D020165,1373,1
MESH:C567249,3420,1
MESH:C536990,9839,1
MESH:C565133,1420,1
MESH:C565822,9150,1
MESH:C562683,1497,1
MESH:C536411,5476,1
MESH:D010214,1075,1
MESH:C566438,1509,1
MESH:C567069,8450,1
MESH:C536697,7852,1
MESH:C535978,1584,1
MESH:C538237,1586,1
MESH:C536824,1545,1
MESH:C536824,4053,1
MESH:C536824,7010,1
MESH:D019294,1593,1
MESH:C535600,1621,1
MESH:C536742,80067,1
MESH:C537589,64421,1
MESH:C566822,1639,1
MESH:C564362,1639,1
MESH:C564722,1641,1
MESH:C564732,1643,1
MESH:C537437,1644,1
MESH:C564794,4921,1
MESH:C565752,1674,1
MESH:C566695,1674,1
MESH:C537093,8200,1
MESH:C562792,1758,1
MESH:C566589,10049,1
MESH:C563666,22845,1
MESH:C535743,8813,1
MESH:C567857,54344,1
MESH:C537195,3748,1
MESH:C536152,2706,1
MESH:C536183,5317,1
MESH:C564664,8291,1
MESH:C536739,9451,1
MESH:C562806,2542,1
MESH:C567861,2027,1
MESH:C562592,2072,1
MESH:C567628,11160,1
MESH:C565577,3998,1
MESH:C567475,92002,1
MESH:C566196,4920,1
MESH:C566614,355,1
MESH:C566614,356,1
MESH:C563160,2697,1
MESH:C562407,2255,1
MESH:C565195,2248,1
MESH:C566844,2261,1
MESH:C537394,2065,1
MESH:C564105,2332,1
MESH:C536826,2335,1
MESH:C535793,1280,1
MESH:C535793,2335,1
MESH:C567791,2348,1
MESH:C535538,2296,1
MESH:C537710,2303,1
MESH:C580192,50943,1
MESH:C567672,158326,1
MESH:C537853,90167,1
MESH:C564657,2395,1
MESH:C565811,2566,1
MESH:C537907,2625,1
MESH:C565553,2629,1
MESH:C563654,2677,1
MESH:C567564,2688,1
MESH:C567086,2034,1
MESH:D005902,10133,1
MESH:C566608,2700,1
MESH:C563659,2736,1
MESH:C562429,2737,1
MESH:C538136,10243,1
MESH:C538136,2741,1
MESH:D049290,2760,1
MESH:D011556,2778,1
MESH:C536961,3973,1
MESH:C562735,2778,1
MESH:C537863,4935,1
MESH:D018887,2903,1
MESH:C536835,2937,1
MESH:D017241,4512,1
MESH:D017241,4513,1
MESH:D017241,4514,1
MESH:D017241,4519,1
MESH:D017241,4535,1
MESH:D017241,4540,1
MESH:D017241,4541,1
MESH:C537476,50640,1
MESH:C566945,3030,1
MESH:D017359,4846,1
MESH:C563030,3039,1
MESH:C563030,3040,1
MESH:C563030,3043,1
MESH:C565834,3043,1
MESH:C563136,3054,1
MESH:C538317,9759,1
MESH:C538278,3209,1
MESH:C538153,3239,1
MESH:C537095,5139,1
MESH:C565193,3239,1
MESH:C562583,3251,1
MESH:C567084,3315,1
MESH:C565358,4297,1
MESH:C536181,8517,1
MESH:C566582,27130,1
MESH:C564352,51135,1
MESH:C563822,3575,1
MESH:C563822,5788,1
MESH:C566988,10265,1
MESH:C564127,3704,1
MESH:C564685,3708,1
MESH:C566432,3767,1
MESH:C538349,4703,1
MESH:C567441,9132,1
MESH:C563677,547,1
MESH:C537482,3798,1
MESH:C536081,8942,1
MESH:C536078,3897,1
MESH:C537032,3909,1
MESH:C563663,28956,1
MESH:C562600,3938,1
MESH:C537297,5649,1
MESH:C537297,64780,1
MESH:C537297,9211,1
MESH:C536710,8022,1
MESH:C535689,64327,1
MESH:C566092,64327,1
MESH:C536014,64327,1
MESH:C564832,23175,1
MESH:C536748,4041,1
MESH:C537004,10128,1
MESH:C536538,4054,1
MESH:C566222,668,1
MESH:C566764,23742,1
MESH:C566764,54551,1
MESH:C566764,7681,1
MESH:C566764,8924,1
MESH:C564542,8517,1
MESH:C566970,79840,1
MESH:C535505,4148,1
MESH:C562707,9095,1
MESH:C565386,84693,1
MESH:C567576,4204,1
MESH:C564063,4204,1
MESH:C567580,116442,1
MESH:C567580,1193,1
MESH:C563757,9927,1
MESH:C563989,256471,1
MESH:C565738,8195,1
MESH:C538159,8195,1
MESH:C564743,27249,1
MESH:C566574,4322,1
MESH:C567545,4322,1
MESH:C566762,3110,1
MESH:C565264,7841,1
MESH:C535417,4359,1
MESH:C565779,4361,1
MESH:C563456,2956,1
MESH:D055653,4292,1
MESH:D055653,4436,1
MESH:D008069,9927,1
MESH:C567683,4624,1
MESH:C563538,4625,1
MESH:C564253,4625,1
MESH:C535507,4627,1
MESH:C537303,79083,1
MESH:C563775,9499,1
MESH:C535523,56652,1
MESH:C537568,1678,1
MESH:C567411,4792,1
MESH:C536866,123606,1
MESH:C537586,4853,1
MESH:C562515,50814,1
MESH:C567862,23363,1
MESH:C562662,4157,1
MESH:C562662,4948,1
MESH:C557826,84876,1
MESH:C566441,5015,1
MESH:C537527,5019,1
MESH:C565220,64805,1
MESH:C536049,64175,1
MESH:D006211,80025,1
MESH:C565238,11315,1
MESH:C536453,5077,1
MESH:C564715,57526,1
MESH:C563825,5130,1
MESH:C537201,5173,1
MESH:C566568,5189,1
MESH:C566633,5193,1
MESH:C566625,5194,1
MESH:C566387,9409,1
MESH:C563964,5824,1
MESH:C566626,5194,1
MESH:C566405,8504,1
MESH:C563301,5190,1
MESH:C566634,5191,1
MESH:C536176,5224,1
MESH:C567859,5236,1
MESH:C537288,63895,1
MESH:C536142,5290,1
MESH:C566090,5307,1
MESH:C563399,401474,1
MESH:C563971,5395,1
MESH:C565850,10908,1
MESH:C566449,55163,1
MESH:C567313,11128,1
MESH:C567313,55703,1
MESH:C564921,5479,1
MESH:C565790,5521,1
MESH:C537948,5538,1
MESH:D011226,51422,1
MESH:C538262,5573,1
MESH:C537196,5582,1
MESH:C567430,8575,1
MESH:D034062,5621,1
MESH:D007562,3119,1
MESH:D007562,5621,1
MESH:D016098,5621,1
MESH:C563475,6335,1
MESH:C538334,5696,1
MESH:C536253,9051,1
MESH:C537115,9791,1
MESH:C535325,5805,1
MESH:C567855,5831,1
MESH:C567847,8604,1
MESH:C536028,25782,1
MESH:C537989,7879,1
MESH:C565210,65055,1
MESH:C567760,5972,1
MESH:C567437,91869,1
MESH:C563212,22934,1
MESH:C567253,6201,1
MESH:C538371,26277,1
MESH:C566473,54809,1
MESH:C537405,9343,1
MESH:C567350,23314,1
MESH:C567640,5054,1
MESH:D002636,6452,1
MESH:C563579,6496,1
MESH:C538376,6566,1
MESH:C537658,80704,1
MESH:C548016,55532,1
MESH:C567040,10559,1
MESH:C562594,2542,1
MESH:C562805,2542,1
MESH:C537249,30061,1
MESH:C564696,51151,1
MESH:C562799,113235,1
MESH:C535827,10058,1
MESH:C535827,6521,1
MESH:C563562,60482,1
MESH:C536629,50485,1
MESH:C537429,23347,1
MESH:D020391,2483,1
MESH:C536678,6611,1
MESH:C565324,6622,1
MESH:C538613,6658,1
MESH:C564712,6658,1
MESH:C537257,3431,1
MESH:C537179,116442,1
MESH:C564599,6687,1
MESH:C562657,6697,1
MESH:C538003,55145,1
MESH:C535830,6716,1
MESH:C537871,6777,1
MESH:C537252,8676,1
MESH:C565759,6890,1
MESH:C565759,6891,1
MESH:C565759,6892,1
MESH:C564616,6908,1
MESH:C535550,6913,1
MESH:C563195,8013,1
MESH:C563195,8148,1
MESH:C562769,7038,1
MESH:C566057,7056,1
MESH:C535847,8626,1
MESH:C535903,8626,1
MESH:C563206,7173,1
MESH:C565772,146057,1
MESH:C562441,57217,1
MESH:C537908,117581,1
MESH:C535557,117581,1
MESH:D003414,54658,1
MESH:C562692,54658,1
MESH:C537136,7372,1
MESH:C562794,7421,1
MESH:C564093,203547,1
MESH:C563359,11132,1
MESH:C563634,80326,1
MESH:C562584,7498,1
MESH:C564469,331,1
MESH:C567886,7508,1
MESH:C536420,26137,1
MESH:C563390,4094,1
MESH:C536703,55906,1
MESH:C536642,23503,1
MESH:C567583,7552,1
MESH:C563209,3373,1
MESH:C536479,131669,1
MESH:C537137,51057,1
MESH:C538209,9445,1
MESH:C566673,9217,1
MESH:C563895,9217,1
MESH:C537307,724066,1
MESH:C567195,84701,1
MESH:C536913,51079,1
MESH:C537757,116085,1
MESH:C567426,56606,1
MESH:C537883,5002,1
MESH:C564390,8048,1
MESH:C567877,1829,1
MESH:C563865,4633,1
MESH:C567733,91624,1
MESH:C563690,5350,1
MESH:C567725,282996,1
MESH:C566873,6331,1
MESH:C563384,6331,1
MESH:C567686,7134,1
MESH:C567654,7137,1
MESH:C566171,7139,1
MESH:C567507,7168,1
MESH:C565537,50846,1
MESH:C562567,3973,1
MESH:C567168,3973,1
MESH:C562719,29071,1
MESH:C567063,65109,1
MESH:C536836,2678,1
MESH:C564509,3476,1
MESH:C562818,79783,1
MESH:C563256,200576,1
MESH:C563923,7045,1
MESH:C565192,57104,1
MESH:C536273,6768,1
MESH:C564327,54345,1
MESH:C537150,6833,1
MESH:C536163,3848,1
MESH:C567770,54453,1
MESH:C535323,6208,1
MESH:C565231,4760,1
MESH:C538435,367,1
MESH:C565225,1056,1
MESH:C566924,4327,1
MESH:C566592,3891,1
MESH:C564315,8312,1
MESH:C564278,2192,1
MESH:C536321,55612,1
MESH:C535343,128866,1
MESH:C567680,1908,1
MESH:C536164,79651,1
MESH:C567842,6640,1
MESH:C564399,152137,1
MESH:C567771,4318,1
MESH:C536169,4507,1
MESH:D001171,144811,1
MESH:C567737,3273,1
MESH:C565726,5443,1
MESH:D001024,4091,1
MESH:D001471,115908,1
MESH:D001471,4481,1
MESH:D001471,51008,1
MESH:D002282,1326,1
MESH:D002282,1548,1
MESH:D002282,1956,1
MESH:D002282,2064,1
MESH:D002282,2074,1
MESH:D002282,356,1
MESH:D002282,3659,1
MESH:D002282,3845,1
MESH:D002282,5002,1
MESH:D002282,5071,1
MESH:D002282,5290,1
MESH:D002282,5519,1
MESH:D002282,673,1
MESH:D002282,841,1
MESH:D004416,673,1
MESH:D004416,6794,1
MESH:D005925,6392,1
MESH:D006053,10992,1
MESH:D006969,2206,1
MESH:D006969,3566,1
MESH:D006969,50615,1
MESH:D006969,7941,1
MESH:D007619,27019,1
MESH:D008945,6530,1
MESH:D009085,2588,1
MESH:D009085,2720,1
MESH:D009223,7555,1
MESH:D009449,6530,1
MESH:D010236,6392,1
MESH:D011038,64682,1
MESH:D011038,9401,1
MESH:D011547,2778,1
MESH:D011547,8675,1
MESH:D012174,10002,1
MESH:D012174,10210,1
MESH:D012174,10461,1
MESH:D012174,10594,1
MESH:D012174,123016,1
MESH:D012174,1258,1
MESH:D012174,1259,1
MESH:D012174,130557,1
MESH:D012174,1406,1
MESH:D012174,145226,1
MESH:D012174,157657,1
MESH:D012174,23020,1
MESH:D012174,23418,1
MESH:D012174,23746,1
MESH:D012174,24,1
MESH:D012174,24148,1
MESH:D012174,25794,1
MESH:D012174,26121,1
MESH:D012174,2979,1
MESH:D012174,3420,1
MESH:D012174,346007,1
MESH:D012174,3614,1
MESH:D012174,375298,1
MESH:D012174,388939,1
MESH:D012174,4117,1
MESH:D012174,4508,1
MESH:D012174,4514,1
MESH:D012174,4535,1
MESH:D012174,4536,1
MESH:D012174,4537,1
